timestamp,AccX,AccY,AccZ
1567560367986,-0.07379653930664062,0.5849835205078125,9.625433807373048
1567560368016,-0.10627899169921876,0.6074368286132813,9.758058013916017
1567560368083,-0.10747650146484375,0.6120771789550782,9.614955596923828
1567560368149,0.1287322998046875,0.6200106811523438,9.662107543945313
1567560368216,0.03981719970703125,0.6626719665527344,9.679321746826172
1567560368283,-0.08113128662109376,0.6111790466308594,9.684560852050781
1567560368349,-0.02365081787109375,0.6004014587402344,9.663604431152343
1567560368416,0.015867004394531252,0.61072998046875,9.688153381347657
1567560368483,-0.0056881713867187505,0.6363267517089845,9.681267700195313
1567560368549,-0.043858795166015624,0.621507568359375,9.661808166503906
1567560368616,-0.07649093627929687,0.5917195129394531,9.675429840087892
1567560368683,-0.04415817260742188,0.6044430541992187,9.701924743652345
1567560368749,-0.01916015625,0.599802703857422,9.669442291259767
1567560368816,-0.06945556640625,0.6010002136230469,9.654922485351562
1567560368883,-0.08068222045898438,0.6066883850097656,9.685758361816406
1567560368949,-0.06316864013671876,0.6004014587402344,9.673483886718751
1567560369016,-0.05598358154296875,0.6222560119628907,9.655072174072266
1567560369083,-0.05044509887695313,0.6369255065917969,9.687554626464845
1567560369149,-0.06915618896484375,0.6020480346679687,9.679920501708985
1567560369216,-0.0820294189453125,0.6059399414062501,9.673334197998047
1567560369283,-0.060174865722656255,0.61552001953125,9.665400695800782
1567560369349,-0.04460723876953125,0.6125262451171876,9.662406921386719
1567560369416,-0.051043853759765626,0.6138734436035157,9.692793731689454
1567560369482,-0.061671752929687504,0.6002517700195312,9.672585754394532
1567560369549,-0.06346801757812501,0.5971083068847657,9.658215637207032
1567560369616,-0.059725799560546876,0.6059399414062501,9.676477661132813
1567560369683,-0.056282958984375006,0.6101312255859376,9.687105560302735
1567560369749,-0.060174865722656255,0.6110293579101563,9.671388244628906
1567560369816,-0.03442840576171875,0.559237060546875,9.631571044921875
1567560369883,-0.06735992431640625,0.5034031677246094,9.423803100585937
1567560369949,-0.10702743530273438,0.64905029296875,9.808952178955078
1567560370016,-0.12783416748046875,0.6234535217285156,9.567803649902345
1567560370083,-0.16136444091796875,0.5700146484375,9.68306396484375
1567560370149,-0.13936019897460938,0.5786965942382812,9.673783264160157
1567560370216,-0.1926493835449219,0.5718109130859376,9.63800765991211
1567560370283,-0.07873626708984376,0.599952392578125,9.559870147705078
1567560370349,-0.16196319580078125,0.5674699401855469,9.754016418457033
1567560370416,-0.22004241943359376,0.5740562438964844,9.677824859619141
1567560370483,-0.07110214233398438,0.6057902526855469,9.662556610107423
1567560370549,-0.0688568115234375,0.5959107971191406,9.678573303222656
1567560370616,-0.15103591918945314,0.6068380737304688,9.60732147216797
1567560370683,-0.10553054809570313,0.5763015747070312,9.714797973632812
1567560370749,-0.07439529418945313,0.5644761657714844,9.709558868408203
1567560370816,-0.3438349914550781,0.5260061645507813,9.631271667480469
1567560370883,-0.20193008422851563,0.5215155029296875,9.649683380126953
1567560370949,0.04535568237304688,0.55564453125,9.475296020507812
1567560371016,-0.13007949829101564,0.5599855041503906,9.85161346435547
1567560371082,-0.3833528137207031,0.6420149230957032,9.598489837646484
1567560371149,-0.40086639404296875,0.59396484375,9.709259490966797
1567560371216,-0.2667453002929688,0.5993536376953126,9.603279876708985
1567560371283,0.05643264770507813,0.628692626953125,9.62887664794922
1567560371349,-0.30566436767578126,0.5815406799316406,9.672286376953126
1567560371416,-0.18651214599609375,0.5984555053710938,9.63890579223633
1567560371483,0.058528289794921876,0.5965095520019531,9.632618865966798
1567560371549,-0.15537689208984376,0.5763015747070312,9.617799682617187
1567560371616,-0.08936416625976563,0.5975573730468751,9.747430114746095
1567560371683,0.019309844970703125,0.6421646118164063,9.75012451171875
1567560371749,0.15657440185546875,0.6578819274902344,9.63172073364258
1567560371816,0.11151809692382814,0.6087840270996094,9.651180267333984
1567560371883,0.09131011962890626,0.5971083068847657,9.761800231933595
1567560371949,-0.2561174011230469,0.5596861267089844,9.838440856933595
1567560372016,-0.052241363525390626,0.6138734436035157,9.79128890991211
1567560372083,-0.32946487426757814,0.6114784240722656,9.756561126708984
1567560372149,-0.2932402038574219,0.5709127807617188,9.711654510498047
1567560372216,-0.4005670166015625,0.5715115356445313,9.592651977539063
1567560372283,-0.3698808288574219,0.5501060485839844,9.638456726074219
1567560372349,-0.3634442138671875,0.5878276062011719,9.705666961669923
1567560372416,-0.048648834228515625,0.5920188903808594,9.716444549560547
1567560372483,-0.3411405944824219,0.5665718078613281,9.772278442382813
1567560372549,-0.04954696655273438,0.5972579956054688,9.583670654296876
1567560372616,0.026494903564453127,0.5965095520019531,9.802665252685548
1567560372682,-0.2700384521484375,0.5516029357910156,9.77931381225586
1567560372748,-0.010328521728515625,0.6527925109863282,9.67198699951172
1567560372816,-0.17962646484375,0.5530998229980469,9.723629608154297
1567560372883,-0.02365081787109375,0.5757028198242188,9.71704330444336
1567560372949,-0.11361373901367187,0.6364764404296875,9.751172332763673
1567560373016,0.1531315612792969,0.61072998046875,9.519603881835938
1567560373083,-0.032183074951171876,0.6129753112792969,9.670190734863281
1567560373149,-0.02664459228515625,0.5689668273925782,9.701775054931641
1567560373216,-0.12978012084960938,0.6032455444335938,9.674681396484376
1567560373283,-0.25237518310546875,0.6197113037109375,9.81568817138672
1567560373349,0.09340576171875001,0.6204597473144532,9.668544158935548
1567560373416,-0.12020004272460938,0.5511538696289062,9.625733184814454
1567560373483,0.09041198730468751,0.5996530151367188,9.619895324707032
1567560373549,-0.15612533569335937,0.6188131713867188,9.749076690673828
1567560373616,0.009131011962890626,0.599802703857422,9.596992950439454
1567560373683,-0.16974700927734376,0.6038442993164063,9.776769104003908
1567560373749,0.1389111328125,0.5719606018066407,9.607171783447265
1567560373816,-0.34907409667968753,0.5948629760742188,9.733359375000001
1567560373883,0.024099884033203126,0.6015989685058594,9.6231884765625
1567560373949,-0.2089654541015625,0.6140231323242188,9.740694122314453
1567560374016,0.07155120849609375,0.5936654663085937,9.589807891845703
1567560374083,-0.0028440856933593752,0.6259982299804688,9.72138427734375
1567560374149,-0.03981719970703125,0.5683680725097656,9.556427307128907
1567560374216,-0.3209326171875,0.5885760498046876,9.708960113525391
1567560374283,-0.1478924560546875,0.6388714599609375,9.65716781616211
1567560374349,-0.09535171508789063,0.643062744140625,9.722282409667969
1567560374416,0.054636383056640626,0.5827381896972657,9.558373260498048
1567560374483,-0.09954299926757813,0.5885760498046876,9.82721420288086
1567560374549,0.07289840698242188,0.561632080078125,9.540560302734375
1567560374616,-0.26839187622070315,0.5881269836425782,9.674082641601563
1567560374683,-0.0017962646484375,0.6197113037109375,9.73141342163086
1567560374748,-0.13995895385742188,0.6201603698730469,9.892029418945313
1567560374816,-0.21195922851562501,0.5780978393554688,9.944270782470703
1567560374883,-0.08292755126953126,0.5921685791015625,9.59295135498047
1567560374949,-0.1484912109375,0.5830375671386719,9.836345214843751
1567560375016,-0.16480728149414064,0.6357279968261719,9.995015258789063
1567560375083,-0.02305206298828125,0.5740562438964844,9.684111785888673
1567560375149,-0.2149530029296875,0.6008505249023438,9.776320037841797
